"title","maxNodes","timesteps","sizeSpike","sizeSmall","sizeRegular","dataSpike","dataSmall","dataRegular","deep","shallow","hasHighVariance","hasLowVariance"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-BX.GSR.NFSV.CD.data",185,58,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-AG.LND.CROP.ZS.data",197,55,"false","false","false","false","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.AMT.DLXF.CD.data",122,48,"true","false","false","false","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.AMT.PCBK.CD.data",79,48,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DC.DAC.CZEL.CD.data",104,12,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-CM.MKT.TRAD.GD.ZS.data",83,43,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-CM.MKT.TRAD.CD.data",83,43,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-BX.GSR.INSF.ZS.data",169,58,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.AXR.PRVT.CD.data",35,47,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DC.ODA.TLDC.CD.data",31,57,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-BX.GSR.TRVL.ZS.data",181,58,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DC.DAC.SWEL.CD.data",125,56,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.DSB.DPPG.CD.data",9,47,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.DIS.DPNG.CD.data",71,47,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.DOD.BLTC.CD.data",122,47,"true","false","false","false","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DC.DAC.NORL.CD.data",119,57,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.DIS.OFFT.CD.data",120,48,"true","false","false","false","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-AG.LND.PRCP.MM.data",191,12,"false","false","false","true","false","false","false","true","false","true"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.DOD.DSTC.XP.ZS.data",110,47,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.INT.BLTC.CD.data",119,47,"true","false","false","false","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.GPA.PRVT.data",78,47,"true","false","false","true","false","false","false","true","false","true"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.DOD.DPPG.CD.data",124,47,"false","false","false","false","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.INT.DECT.CD.data",123,47,"true","false","false","false","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.DOD.MLAT.CD.data",123,47,"true","false","false","false","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-BN.GSR.MRCH.CD.data",185,58,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-BX.GSR.MRCH.CD.data",185,58,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-AG.LND.TRAC.ZS.data",157,49,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-BN.GSR.GNFS.CD.data",185,58,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.DOD.ALLC.ZS.data",122,47,"false","false","true","false","false","false","false","true","false","true"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-CM.MKT.INDX.ZG.data",82,28,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-AG.PRD.CROP.XD.data",200,56,"false","false","true","false","false","false","false","true","false","true"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-CM.MKT.LDOM.NO.data",90,43,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-BN.TRF.KOGT.CD.data",166,58,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.AMT.PNGB.CD.data",19,47,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.AMT.MIDA.CD.data",91,47,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DC.DAC.ESPL.CD.data",127,30,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-AG.SRF.TOTL.K2.data",217,57,"false","true","false","false","true","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DC.DAC.KORL.CD.data",132,29,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.DOD.PCBK.CD.data",91,47,"true","false","false","false","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-BM.GSR.INSF.ZS.data",179,58,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.CUR.FFRC.ZS.data",102,47,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DC.DAC.ITAL.CD.data",122,57,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.DOD.DLXF.CD.data",123,47,"false","false","true","false","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.CUR.SDRW.ZS.data",108,47,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DC.DAC.DEUL.CD.data",153,57,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-AG.LND.AGRI.K2.data",210,55,"false","false","false","false","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-BX.GSR.ROYL.CD.data",119,58,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-BX.GSR.CCIS.ZS.data",173,58,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-BX.GSR.CMCP.ZS.data",182,58,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.DOD.PUBS.CD.data",123,47,"false","false","false","false","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-BM.GSR.GNFS.CD.data",185,58,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.CUR.MULC.ZS.data",111,47,"true","false","false","false","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-BX.GSR.CCIS.CD.data",173,58,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.AMT.DLTF.CD.data",122,47,"true","false","false","false","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.COM.MIDA.CD.data",60,47,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.DOD.VTOT.CD.data",111,47,"false","false","true","false","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.INT.BLAT.CD.data",119,48,"true","false","false","false","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.DOD.DSTC.IR.ZS.data",108,47,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.CUR.UKPS.ZS.data",90,47,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-BX.TRF.PWKR.DT.GD.ZS.data",178,48,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.INT.MIBR.CD.data",76,47,"true","false","false","false","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-BM.KLT.DINV.CD.WD.data",175,48,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-BM.GSR.FCTY.CD.data",185,58,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DC.DAC.TOTL.CD.data",166,57,"true","false","false","false","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.DOD.PRVT.CD.data",107,47,"true","false","false","false","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DC.DAC.GRCL.CD.data",124,21,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.AXA.DPPG.CD.data",96,47,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.DXR.DPPG.CD.data",13,47,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DC.DAC.JPNL.CD.data",156,57,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.COM.DPPG.CD.data",115,47,"true","false","false","false","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.AMT.PNGC.CD.data",73,47,"true","false","false","false","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.DIS.PNGB.CD.data",29,47,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.AMT.PROP.CD.data",89,48,"true","false","false","false","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.DOD.ALLC.CD.data",122,47,"true","false","false","false","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-AG.LND.FRST.ZS.data",206,26,"false","false","false","false","true","false","false","true","false","true"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DC.DAC.IRLL.CD.data",96,43,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.AMT.MLAT.CD.data",121,48,"true","false","false","false","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.INT.DSTC.CD.data",112,47,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.COM.OFFT.CD.data",113,47,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.CUR.DMAK.ZS.data",101,47,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.INR.OFFT.data",112,47,"true","false","false","true","false","false","false","true","false","true"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.DOD.OFFT.CD.data",123,47,"true","false","false","false","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-BN.GSR.FCTY.CD.data",185,58,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-BM.GSR.TRVL.ZS.data",182,58,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DC.DAC.USAL.CD.data",147,57,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DC.DAC.GBRL.CD.data",139,57,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.DIS.DPPG.CD.data",120,47,"true","false","false","false","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-AG.PRD.CREL.MT.data",179,56,"false","false","true","false","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-BX.GSR.GNFS.CD.data",185,58,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.CUR.OTHC.ZS.data",123,47,"true","false","false","false","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.AXR.DPPG.CD.data",40,47,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.AMT.PRVT.CD.data",93,48,"true","false","false","false","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-BX.PEF.TOTL.CD.WD.data",121,58,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-BX.KLT.DINV.WD.GD.ZS.data",192,48,"true","false","false","false","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.AMT.OFFT.CD.data",122,48,"true","false","false","false","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.DOD.DSTC.ZS.data",119,47,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.INR.PRVT.data",78,47,"true","false","false","true","false","false","false","true","false","true"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-BN.TRF.CURR.CD.data",185,58,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.DOD.MIBR.CD.data",79,47,"false","false","true","false","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.DOD.PROP.CD.data",102,47,"true","false","false","false","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.DIS.DIMF.CD.data",65,47,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-BN.KAC.EOMS.CD.data",185,58,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.DOD.DECT.CD.CG.data",123,47,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.DOD.MLTC.CD.data",118,47,"true","false","false","false","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DC.DAC.CECL.CD.data",153,57,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-AG.CON.FERT.ZS.data",163,14,"true","false","false","false","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.DOD.DECT.CD.data",123,47,"false","false","true","false","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.AXR.OFFT.CD.data",38,47,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.INT.DPPG.CD.data",122,47,"true","false","false","false","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.DSF.DPPG.CD.data",34,47,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.AMT.DIMF.CD.data",82,47,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-BX.GRT.TECH.CD.WD.data",176,57,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.DIS.DLTF.CD.data",122,47,"true","false","false","false","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.AMT.DPNG.CD.data",78,48,"true","false","false","false","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-BM.GSR.TOTL.CD.data",185,58,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-AG.PRD.FOOD.XD.data",202,56,"false","false","false","false","false","false","false","true","false","true"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.GPA.DPPG.data",115,47,"true","false","false","false","false","false","false","true","false","true"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DC.DAC.DNKL.CD.data",98,57,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.DOD.DPNG.CD.data",81,47,"true","false","false","false","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-CM.MKT.TRNR.data",78,43,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.DIS.DLXF.CD.data",121,48,"true","false","false","false","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-BX.KLT.DREM.CD.DT.data",109,47,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.AMT.DPPG.CD.data",122,47,"true","false","false","false","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.CUR.JYEN.ZS.data",98,47,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.AMT.BLAT.CD.data",117,48,"true","false","false","false","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.CUR.SWFR.ZS.data",72,47,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-BX.GSR.TRAN.ZS.data",180,58,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.DIS.PBND.CD.data",42,47,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DC.ODA.TOTL.CD.data",31,57,"true","false","false","false","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-BX.GRT.EXTA.CD.WD.data",174,57,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.DOD.DSTC.CD.data",119,47,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.GRE.PRVT.data",79,47,"true","false","false","true","false","false","false","true","false","true"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.INT.DPNG.CD.data",77,48,"true","false","false","false","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.AMT.MLTC.CD.data",114,47,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.DOD.MWBG.CD.data",123,47,"true","false","false","false","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-AG.LND.FRST.K2.data",207,26,"false","true","false","false","true","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-BM.GSR.TRAN.ZS.data",181,58,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-BN.CAB.XOKA.GD.ZS.data",181,58,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-BM.GSR.MRCH.CD.data",185,58,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DC.DAC.LUXL.CD.data",90,27,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-BN.RES.INCL.CD.data",183,58,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DC.DAC.NLDL.CD.data",144,56,"true","false","false","true","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.DIS.BLTC.CD.data",111,47,"true","false","false","false","false","false","false","true","true","false"
"/home/eduardo/Desktop/new_datasets/converted/converted_1/wb-DT.DOD.PRVS.CD.data",85,47,"true","false","false","false","false","false","false","true","true","false"
